State and County,FIPS,Longitude,Latitude,Population(2010),Total Area mi²
ME Waldo County,23027,-69.139678,44.505361,"38,786",852.756
ME Washington County,23029,-67.609354,44.967009,"32,856","3,257.652"
ME York County,23031,-70.670402,43.427239,"197,131","1,269.714"
MD Allegany County,24001,-78.703108,39.612309,"75,087",429.932
MD Anne Arundel County,24003,-76.560511,38.993374,"537,656",587.801
MD Baltimore County,24005,-76.616569,39.443167,"805,029",681.756
MD Calvert County,24009,-76.525864,38.521358,"88,737",345.071
MD Caroline County,24011,-75.831631,38.871531,"33,066",325.902
MD Carroll County,24013,-77.015512,39.563189,"167,134",452.688
MD Cecil County,24015,-75.941584,39.562352,"101,108",417.837
MD Charles County,24017,-77.015427,38.472853,"146,551",642.968
MD Dorchester County,24019,-76.047433,38.429196,"32,618",983.004
MD Frederick County,24021,-77.397627,39.470427,"233,385",667.378
MD Garrett County,24023,-79.269416,39.529871,"30,097",655.738
MD Harford County,24025,-76.299789,39.537429,"244,826",526.643
MD Howard County,24027,-76.924406,39.252264,"287,085",253.394
MD Kent County,24029,-76.1242,39.239177,"20,197",413.445
MD Montgomery County,24031,-77.203063,39.137382,"971,777",506.947
MD Prince George'S County,24033,-76.847272,38.82588,"863,420",498.836
MD Queen Anne'S County,24035,-76.082405,39.040693,"47,798",510.692
MD Saint Mary'S County,24037,-76.534271,38.222666,"105,151",764.251
MD Somerset County,24039,-75.853323,38.07445,"26,470",610.352
MD Talbot County,24041,-76.17913,38.749427,"37,782",476.805
MD Washington County,24043,-77.814671,39.603621,"147,430",467.343
MD Wicomico County,24045,-75.632206,38.367389,"98,733",400.239
MD Worcester County,24047,-75.309932,38.222133,"51,454",694.859
MD Baltimore [9] County,24510,-76.610516,39.300214,"620,961",92.052
MA Barnstable County,25001,-70.211083,41.798819,"215,888","1,305.537"
MA Berkshire County,25003,-73.213948,42.375314,"131,219",946.428
MA Bristol County,25005,-71.087062,41.748576,"548,285",691.226
MA Dukes County,25007,-70.701536,41.380939,"16,535",490.961
MA Essex County,25009,-70.865107,42.642711,"743,159",828.474
MA Franklin County,25011,-72.591655,42.583791,"71,372",724.574
MA Hampden County,25013,-72.635648,42.136198,"463,490",634.251
MA Hampshire County,25015,-72.663694,42.339459,"158,080",545.209
MA Middlesex County,25017,-71.396507,42.479477,"1,503,085",847.060
MA Nantucket County,25019,-70.14191,41.305878,"10,172",303.656
MA Norfolk County,25021,-71.179875,42.169703,"670,850",444.346
MA Plymouth County,25023,-70.741942,41.987196,"494,919","1,093.252"
MA Suffolk County,25025,-71.020173,42.33196,"722,023",120.219
MA Worcester County,25027,-71.940282,42.311693,"798,552","1,579.194"
MI Alcona County,26001,-82.83408,44.682535,"10,942","1,790.582"
MI Alger County,26003,-86.564108,47.080077,"9,601","5,047.736"
MI Allegan County,26005,-86.634745,42.595788,"111,408","1,833.288"
MI Alpena County,26007,-83.426574,44.894954,"29,598","1,694.922"
MI Antrim County,26009,-85.175625,45.005457,"23,580",601.770
MI Arenac County,26011,-83.740675,44.03687,"15,899",680.690
MI Baraga County,26013,-88.356022,46.696068,"8,860","1,068.771"
MI Barry County,26015,-85.31455,42.582811,"59,173",577.042
MI Bay County,26017,-83.978701,43.699711,"107,771",630.717
MI Benzie County,26019,-86.494317,44.648621,"17,525",859.568
MI Berrien County,26021,-86.741822,41.792639,"156,813","1,581.472"
MI Branch County,26023,-85.066523,41.918585,"45,248",519.676
MI Calhoun County,26025,-85.012385,42.24299,"136,146",718.353
MI Cass County,26027,-85.999457,41.91624,"52,293",508.317
MI Charlevoix County,26029,-85.450392,45.513164,"25,949","1,390.464"
MI Cheboygan County,26031,-84.495271,45.47612,"26,152",885.383
MI Chippewa County,26033,-84.52063,46.321819,"38,520","2,698.390"
MI Clare County,26035,-84.838325,43.991137,"30,926",575.339
MI Clinton County,26037,-84.591695,42.950455,"75,382",574.557
MI Crawford County,26039,-84.611132,44.680208,"14,074",563.242
MI Delta County,26041,-86.901373,45.805101,"37,069","1,991.324"
MI Dickinson County,26043,-87.866119,46.012823,"26,168",777.050
MI Eaton County,26045,-84.846524,42.589614,"107,759",579.433
MI Emmet County,26047,-84.986822,45.590094,"32,694",881.997
MI Genesee County,26049,-83.706372,43.021077,"425,790",649.587
MI Gladwin County,26051,-84.389816,43.98975,"25,692",515.930
MI Gogebic County,26053,-89.788314,46.488054,"16,427","1,476.344"
MI Grand Traverse County,26055,-85.553848,44.718688,"86,986",601.315
MI Gratiot County,26057,-84.60469,43.292326,"42,476",571.611
MI Hillsdale County,26059,-84.642409,41.864475,"46,688",607.006
MI Houghton County,26061,-88.652066,46.998305,"36,628","1,501.501"
MI Huron County,26063,-82.857045,43.907616,"33,118","2,136.802"
MI Ingham County,26065,-84.373811,42.603534,"280,895",560.712
MI Ionia County,26067,-85.073766,42.94465,"63,905",580.046
MI Iosco County,26069,-82.849447,44.329482,"25,887","1,890.057"
MI Iron County,26071,-88.540409,46.170249,"11,817","1,211.210"
MI Isabella County,26073,-84.839425,43.645233,"70,311",577.681
MI Jackson County,26075,-84.420868,42.248474,"160,248",723.496
MI Kalamazoo County,26077,-85.532854,42.246266,"250,331",580.297
MI Kalkaska County,26079,-85.088992,44.678881,"17,153",570.706
MI Kent County,26081,-85.547446,43.032497,"602,622",871.944
MI Keweenaw County,26083,-88.148802,47.681981,"2,156","5,966.190"
MI Lake County,26085,-85.8114,43.995187,"11,539",574.280
MI Lapeer County,26087,-83.224325,43.088633,"88,319",662.845
MI Leelanau County,26089,-86.051574,45.146182,"21,708","2,532.192"
MI Lenawee County,26091,-84.066853,41.895915,"99,892",761.409
MI Livingston County,26093,-83.911718,42.602532,"180,967",585.404
MI Luce County,26095,-85.582368,46.940602,"6,631","1,912.487"
MI Mackinac County,26097,-85.303756,46.167981,"11,113","2,100.644"
MI Macomb County,26099,-82.910869,42.671467,"840,978",570.850
MI Manistee County,26101,-86.602967,44.350385,"24,733","1,280.564"
MI Marquette County,26103,-87.584028,46.656597,"67,077","3,424.540"
MI Mason County,26105,-86.750814,43.996636,"28,705","1,242.442"
MI Mecosta County,26107,-85.332751,43.635295,"42,798",571.194
MI Menominee County,26109,-87.509892,45.544174,"24,029","1,338.212"
MI Midland County,26111,-84.37922,43.648378,"83,629",528.068
MI Missaukee County,26113,-85.085471,44.325424,"14,849",573.829
MI Monroe County,26115,-83.487106,41.916097,"152,021",680.019
MI Montcalm County,26117,-85.149468,43.312782,"63,342",720.826
MI Montmorency County,26119,-84.130107,45.024134,"9,765",562.652
MI Muskegon County,26121,-86.751892,43.289258,"172,188","1,460.025"
MI Newaygo County,26123,-85.791423,43.562709,"48,460",861.689
MI Oakland County,26125,-83.38421,42.660452,"1,202,362",907.294
MI Oceana County,26127,-86.807575,43.647255,"26,570","1,305.950"
MI Ogemaw County,26129,-84.128073,44.33328,"21,699",574.953
MI Ontonagon County,26131,-89.500461,47.216604,"6,780","3,740.819"
MI Osceola County,26133,-85.322283,43.997552,"23,528",573.096
MI Oscoda County,26135,-84.124894,44.685121,"8,640",571.582
MI Otsego County,26137,-84.576597,45.021794,"24,164",526.189
MI Ottawa County,26139,-86.655342,42.942346,"263,801","1,631.409"
MI Presque Isle County,26141,-83.384019,45.489515,"13,376","2,572.756"
MI Roscommon County,26143,-84.611272,44.339517,"24,449",580.032
MI Saginaw County,26145,-84.05541,43.328267,"200,169",815.966
MI Saint Clair County,26147,-82.668914,42.928804,"163,040",836.506
MI Saint Joseph County,26149,-85.52287,41.911488,"61,295",521.032
MI Sanilac County,26151,-82.642815,43.449155,"43,114","1,589.941"
MI Schoolcraft County,26153,-86.199352,46.020758,"8,485","1,883.979"
MI Shiawassee County,26155,-84.146352,42.951545,"70,648",540.948
MI Tuscola County,26157,-83.436618,43.487902,"55,729",913.911
MI Van Buren County,26159,-86.305697,42.283986,"76,258","1,089.897"
MI Washtenaw County,26161,-83.844634,42.252327,"344,791",722.419
MI Wayne County,26163,-83.261953,42.284664,"1,820,584",672.677
MI Wexford County,26165,-85.570046,44.331375,"32,735",575.466
MN Aitkin County,27001,-93.41976,46.602446,"16,202","1,995.293"
MN Anoka County,27003,-93.242723,45.27411,"330,844",446.111
MN Becker County,27005,-95.741757,46.937629,"32,504","1,445.183"
MN Beltrami County,27007,-94.986698,47.878825,"44,442","3,055.756"
MN Benton County,27009,-94.00144,45.701227,"38,451",413.058
MN Big Stone County,27011,-96.402226,45.419925,"5,269",528.117
MN Blue Earth County,27013,-94.064071,44.038225,"64,013",765.593
MN Brown County,27015,-94.733647,44.246542,"25,893",618.464
MN Carlton County,27017,-92.671044,46.603818,"35,386",875.283
MN Carver County,27019,-93.800575,44.821381,"91,042",376.112
MN Cass County,27021,-94.333773,46.951427,"28,567","2,414.107"
MN Chippewa County,27023,-95.564108,45.028625,"12,441",587.777
MN Chisago County,27025,-92.903849,45.505444,"53,887",442.409
MN Clay County,27027,-96.494901,46.898377,"58,999","1,052.648"
MN Clearwater County,27029,-95.371117,47.575873,"8,695","1,029.736"
MN Cook County,27031,-90.29019,47.538571,"5,176","3,339.550"
MN Cottonwood County,27033,-95.18313,44.010711,"11,687",648.561
MN Crow Wing County,27035,-94.071213,46.491114,"62,500","1,156.527"
MN Dakota County,27037,-93.062481,44.670893,"398,552",586.867
MN Dodge County,27039,-92.869353,44.020706,"20,087",439.585
MN Douglas County,27041,-95.46061,45.936429,"36,009",720.005
MN Faribault County,27043,-93.947234,43.676522,"14,553",721.905
MN Fillmore County,27045,-92.093681,43.67727,"20,866",862.090
MN Freeborn County,27047,-93.350289,43.674202,"31,255",722.421
MN Goodhue County,27049,-92.716,44.406178,"46,183",780.400
MN Grant County,27051,-96.010699,45.930743,"6,018",575.482
MN Hennepin County,27053,-93.475185,45.006064,"1,152,425",606.547
MN Houston County,27055,-91.501556,43.66699,"19,027",568.837
MN Hubbard County,27057,-94.91329,47.095551,"20,428",999.560
MN Isanti County,27059,-93.296339,45.562431,"37,816",451.656
MN Itasca County,27061,-93.613128,47.490843,"45,058","2,927.963"
MN Jackson County,27063,-95.149704,43.673025,"10,266",719.235
MN Kanabec County,27065,-93.297788,45.94776,"16,239",533.682
MN Kandiyohi County,27067,-95.004981,45.152714,"42,239",862.352
MN Kittson County,27069,-96.780349,48.77604,"4,552","1,103.604"
MN Koochiching County,27071,-93.782842,48.24549,"13,311","3,154.022"
MN Lac Qui Parle County,27073,-96.176836,44.999855,"7,259",778.011
MN Lake County,27075,-91.411704,47.517111,"10,866","2,990.630"
MN Lake Of The Woods County,27077,-94.904634,48.7681,"4,045","1,774.665"
MN Le Sueur County,27079,-93.73018,44.373397,"27,703",473.807
MN Lincoln County,27081,-96.272032,44.408238,"5,896",548.433
MN Lyon County,27083,-95.847268,44.409195,"25,857",721.668
MN Mcleod County,27085,-94.27232,44.821644,"36,651",505.528
MN Mahnomen County,27087,-95.810703,47.325842,"5,413",582.912
MN Marshall County,27089,-96.357761,48.362728,"9,439","1,812.906"
MN Martin County,27091,-94.537198,43.677118,"20,840",729.576
MN Meeker County,27093,-94.527346,45.123156,"23,300",644.775
MN Mille Lacs County,27095,-93.632996,45.929043,"26,097",681.581
MN Morrison County,27097,-94.266619,46.020484,"33,198","1,153.387"
MN Mower County,27099,-92.759514,43.666249,"39,163",711.567
MN Murray County,27101,-95.761581,44.015594,"8,725",719.502
MN Nicollet County,27103,-94.245685,44.35882,"32,727",466.743
MN Nobles County,27105,-95.763132,43.677686,"21,378",722.557
MN Norman County,27107,-96.463807,47.32947,"6,852",876.730
MN Olmsted County,27109,-92.406722,44.00343,"144,248",654.799
MN Otter Tail County,27111,-95.714578,46.405725,"57,303","2,224.538"
MN Pennington County,27113,-96.037725,48.069247,"13,930",618.250
MN Pine County,27115,-92.763094,46.10094,"29,750","1,434.558"
MN Pipestone County,27117,-96.257015,44.015361,"9,596",465.962
MN Polk County,27119,-96.400027,47.774254,"31,600","1,997.785"
MN Pope County,27121,-95.446705,45.589623,"10,995",717.104
MN Ramsey County,27123,-93.100141,45.01525,"508,640",170.078
MN Red Lake County,27125,-96.08718,47.865487,"4,089",432.495
MN Redwood County,27127,-95.254242,44.403536,"16,059",881.750
MN Renville County,27129,-94.955617,44.723697,"15,730",987.096
MN Rice County,27131,-93.298503,44.350943,"64,142",515.935
MN Rock County,27133,-96.263238,43.669587,"9,687",482.725
MN Roseau County,27135,-95.82153,48.761066,"15,629","1,678.137"
MN Saint Louis County,27137,-92.463645,47.583852,"200,226","6,859.503"
MN Scott County,27139,-93.534553,44.651932,"129,928",368.383
MN Sherburne County,27141,-93.775092,45.443171,"88,499",451.043
MN Sibley County,27143,-94.230123,44.575734,"15,226",600.521
MN Stearns County,27145,-94.610482,45.555235,"150,642","1,389.952"
MN Steele County,27147,-93.220453,44.015261,"36,576",432.339
MN Stevens County,27149,-95.992315,45.593461,"9,726",575.319
MN Swift County,27151,-95.690398,45.27545,"9,783",752.188
MN Todd County,27153,-94.900576,46.066569,"24,895",979.500
MN Traverse County,27155,-96.475049,45.76984,"3,558",585.853
MN Wabasha County,27157,-92.233341,44.289693,"21,676",549.616
MN Wadena County,27159,-94.988331,46.586784,"13,843",543.233
MN Waseca County,27161,-93.589844,44.01846,"19,136",432.973
MN Washington County,27163,-92.890117,45.037929,"238,136",422.745
MN Watonwan County,27165,-94.614128,43.978366,"11,211",439.729
MN Wilkin County,27167,-96.476657,46.362335,"6,576",751.170
MN Winona County,27169,-91.776708,43.982268,"51,461",641.583
MN Wright County,27171,-93.966397,45.175091,"124,700",714.269
MN Yellow Medicine County,27173,-95.862756,44.715736,"10,438",763.227
MS Adams County,28001,-91.351781,31.486218,"32,297",487.548
MS Alcorn County,28003,-88.581014,34.886648,"37,057",401.361
MS Amite County,28005,-90.795542,31.203933,"13,131",731.597
MS Attala County,28007,-89.588622,33.09047,"19,564",736.689
MS Benton County,28009,-89.200029,34.810773,"8,729",408.654
MS Bolivar County,28011,-90.884476,33.799278,"34,145",905.817
MS Calhoun County,28013,-89.337114,33.936634,"14,962",587.959
MS Carroll County,28015,-89.918887,33.440795,"10,597",634.585
MS Chickasaw County,28017,-88.945808,33.921654,"17,392",504.246
MS Choctaw County,28019,-89.251332,33.345964,"8,547",419.855
MS Claiborne County,28021,-90.915424,31.97281,"9,604",501.204
MS Clarke County,28023,-88.685964,32.048448,"16,732",693.534
MS Clay County,28025,-88.783326,33.661734,"20,634",416.006
MS Coahoma County,28027,-90.603165,34.22867,"26,151",583.152
MS Copiah County,28029,-90.448758,31.866915,"29,449",779.464
MS Covington County,28031,-89.548897,31.633331,"19,568",414.931
MS Desoto County,28033,-89.99324,34.874266,"161,252",497.011
MS Forrest County,28035,-89.259447,31.18858,"74,934",470.233
MS Franklin County,28037,-90.895884,31.477798,"8,118",566.763
MS George County,28039,-88.642268,30.855431,"22,578",483.652
MS Greene County,28041,-88.634811,31.212846,"14,400",718.696
MS Grenada County,28043,-89.80274,33.770031,"21,906",449.404
MS Hancock County,28045,-89.47985,30.391437,"43,929",552.500
MS Harrison County,28047,-89.083376,30.416536,"187,105",976.171
MS Hinds County,28049,-90.4659,32.267924,"245,285",877.292
MS Holmes County,28051,-90.091197,33.125942,"19,198",764.618
MS Humphreys County,28053,-90.523911,33.132978,"9,375",431.234
MS Issaquena County,28055,-90.988552,32.754977,"1,406",441.426
MS Itawamba County,28057,-88.363127,34.281075,"23,401",540.450
MS Jackson County,28059,-88.619991,30.458491,"139,668","1,043.396"
MS Jasper County,28061,-89.11943,32.016989,"17,062",677.471
MS Jefferson County,28063,-91.043878,31.733633,"7,726",527.264
MS Jefferson Davis County,28065,-89.826626,31.564734,"12,487",409.138
MS Jones County,28067,-89.167262,31.621044,"67,761",699.708
MS Kemper County,28069,-88.625631,32.750136,"10,456",767.025
MS Lafayette County,28071,-89.485903,34.349298,"47,351",679.207
MS Lamar County,28073,-89.514952,31.197135,"55,658",500.433
MS Lauderdale County,28075,-88.660449,32.403998,"80,261",715.154
MS Lawrence County,28077,-90.10753,31.550009,"12,929",435.770
MS Leake County,28079,-89.522568,32.753268,"23,805",585.477
MS Lee County,28081,-88.680887,34.288965,"82,910",453.175
MS Leflore County,28083,-90.294934,33.54979,"32,317",606.380
MS Lincoln County,28085,-90.453566,31.535216,"34,869",588.175
MS Lowndes County,28087,-88.439723,33.471424,"59,779",516.465
MS Madison County,28089,-90.03416,32.63437,"95,203",741.780
MS Marion County,28091,-89.821736,31.230126,"27,088",548.621
MS Marshall County,28093,-89.504231,34.76619,"37,144",709.766
MS Monroe County,28095,-88.485038,33.89003,"36,989",772.096
MS Montgomery County,28097,-89.639625,33.500714,"10,925",407.889
MS Neshoba County,28099,-89.119274,32.752518,"29,676",571.614
MS Newton County,28101,-89.118412,32.40197,"21,720",579.602
MS Noxubee County,28103,-88.565787,33.10627,"11,545",699.980
MS Oktibbeha County,28105,-88.876151,33.422313,"47,671",461.933
MS Panola County,28107,-89.963065,34.365205,"34,707",705.131
MS Pearl River County,28109,-89.586832,30.773791,"55,834",818.908
MS Perry County,28111,-88.988755,31.169307,"12,250",650.202
MS Pike County,28113,-90.397725,31.177517,"40,404",410.694
MS Pontotoc County,28115,-89.037239,34.227081,"29,957",501.021
MS Prentiss County,28117,-88.52224,34.620866,"25,276",418.199
MS Quitman County,28119,-90.290525,34.25264,"8,223",406.431
MS Rankin County,28121,-89.946552,32.262057,"141,617",806.086
MS Scott County,28123,-89.533209,32.427127,"28,264",610.390
MS Sharkey County,28125,-90.827388,32.89249,"4,916",435.120
MS Simpson County,28127,-89.917707,31.902503,"27,503",590.469
MS Smith County,28129,-89.494973,32.019034,"16,491",637.271
MS Stone County,28131,-89.112297,30.790184,"17,786",448.077
